disease,symptom,text
fracture of the leg,ankle swelling,
fracture of the leg,ankle pain,
fracture of the leg,knee weakness,
fracture of the neck,low back pain,
fracture of the neck,lower body pain,
fracture of the neck,elbow pain,
fracture of the neck,hip pain,
fracture of the neck,leg pain,
fracture of the patella,knee pain,
fracture of the patella,knee swelling,
fracture of the patella,bones are painful,
fracture of the patella,leg pain,
fracture of the patella,hip pain,
fracture of the patella,leg weakness,
fracture of the pelvis,back pain,
fracture of the pelvis,difficulty speaking,
fracture of the pelvis,leg pain,
fracture of the pelvis,knee pain,
fracture of the pelvis,ache all over,
fracture of the pelvis,groin pain,
fracture of the pelvis,hip pain,
fracture of the rib,hurts to breath,
fracture of the rib,shoulder pain,
fracture of the rib,back mass or lump,
fracture of the rib,rib pain,
fracture of the rib,ache all over,
fracture of the rib,side pain,
fracture of the rib,bones are painful,
fracture of the rib,back pain,
fracture of the rib,hip pain,
fracture of the rib,sharp chest pain,
fracture of the rib,shortness of breath,
fracture of the shoulder,arm pain,
fracture of the shoulder,arm stiffness or tightness,
fracture of the shoulder,neck swelling,
fracture of the shoulder,bones are painful,
fracture of the shoulder,shoulder swelling,
fracture of the shoulder,shoulder stiffness or tightness,
fracture of the shoulder,shoulder pain,
fracture of the skull,drug abuse,
fracture of the skull,headache,
fracture of the skull,vomiting,
fracture of the skull,diminished hearing,
fracture of the skull,depressive or psychotic symptoms,
fracture of the vertebra,leg stiffness or tightness,
fracture of the vertebra,bones are painful,
fracture of the vertebra,pelvic pain,
fracture of the vertebra,hip pain,
fracture of the vertebra,hand or finger stiffness or tightness,
fracture of the vertebra,back pain,
fracture of the vertebra,neck pain,
fracture of the vertebra,low back pain,
friedrich ataxia,ear pain,
friedrich ataxia,cough,
friedrich ataxia,knee lump or mass,
frostbite,elbow weakness,
frostbite,sharp chest pain,
frostbite,foot or toe pain,
fungal infection,,I have an itchy skin and lots of red bumps on my arms and legs. There are some weird looking spots on my skin too. And sometimes there are bumps that feel kind of hard.
fungal infection,,"I've been having a lot of problems with itching, and it's been accompanied by a rash that seems to be getting worse over time. There are also some patches of skin that are different colors than the rest, and I've noticed some bumps that look like little nodes."
fungal infection,,"I've been experiencing a lot of itching, which has been accompanied with a rash that appears to be growing worse over time. There are also certain areas of skin that are different colours from the rest, and I've spotted several lumps that resemble little nodes."
fungal infection,,"All over my body, I've been scratching so much that my skin has become red and developed pimples. Additionally, I occasionally get these nodules that resemble little pimples, as well as these strange patches that are a different hue from the rest of my skin."
fungal infection,,"I have been experiencing some really intense itching all over my body, along with redness and bumps on my skin. There are also these weird patches that are different colors than the rest of my skin, and sometimes I get these nodules that look like small bumps."
fungal infection,,"Doctor, I have these red rashes that keep popping up and my skin is continuously itching. In addition, I've observed some odd color-different spots on my skin, as well as some little nodules on my skin that appear to be expanding."
fungal infection,,"My skin frequently develops itchy bumps that can occasionally turn red or rough. Aside from that, my skin occasionally develops strange pimples that resemble small balls and some odd spots that are a different hue from the rest of my skin."
fungal infection,,"I have lots of itchy spots on my skin, and sometimes they turn red or bumpy. There are also some weird patches that are different colors than the rest of my skin, and sometimes I get these weird bumps that look like little balls."
fungal infection,,"Doctor, My skin is covered in a very uncomfortable rash, along with some odd patches of a different hue. My skin also has a few pimples that resemble little knots"
fungal infection,,"Doctor, I have a really itchy rash on my skin and there are some weird spots that are a different color. There are also some bumps on my skin that look like little knots"
fungal infection,,"My body has been itching terribly all over, and there are now red spots everywhere. Some of the patches also differ in tone from my natural complexion. And there are these lumps or pimples that have appeared on my skin."
fungal infection,,"I've had a rash that won't go away and a bothersome itching on my skin. In addition, I've seen some color-different areas and bumps that resemble knots or lumps on my skin."
fungal infection,,"My skin has been acting up recently, becoming extremely itchy and rashes-prone. Additionally, there are certain spots that deviate from my natural skin tone in terms of hue. And now my skin has these lumps or bumps that weren't there before."
fungal infection,,"My skin has been itching a lot and developing a rash. Additionally, I have a few areas of my skin that are a different hue than the rest of it. Additionally, I have a few firm pimples or breakouts on my skin."
fungal infection,,"Recently, my skin has been quite itchy, and I have a rash all over my body. My skin also has a few spots where the hue is altered and some lumps and knot-like pimples."
fungal infection,,"I have a rash all over my body, and I can't stop scratching because my skin is itchy. My skin also has a few spots where the hue is altered and some lumps and knot-like pimples."
fungal infection,,"Doctor, My skin is covered in an uncomfortable rash and has a few odd patches of skin that are a different colour. There are a few pimples on my skin that resemble little knots."
fungal infection,,"I've had a rash on my skin that looks like dischromic patches, and I also have a lot of nodular eruptions and really bad itching. During the previous week, it has become worse."
fungal infection,,"My skin has been really itchy lately, and it occasionally erupts into a rash. In addition, I have a few odd areas of skin that are a different coloration from the rest of me, and occasionally I develop little bumps that look  like nodules."
fungal infection,,There are now red blotches all over my body where I have been itching horribly all over. A few of the patches also differ in complexion from my natural skin. And these lumps or bumps have developed on my skin.
fungal infection,,"All over my body, there has been a severe itching that has been followed by a red, bumpy rash. My skin also has a few darkened spots and a few tiny, nodular breakouts. It has been happening for several days and is becoming worse."
fungal infection,,"I have raised lumps, a rash that looks red and inflamed, discoloured areas of skin that are different colours from the rest of my skin, and itching on my skin."
fungal infection,,"On my arms and legs, I have a lot of red pimples and itchy skin. My skin also has a few odd-looking lesions. And occasionally there are bumps that are somewhat uncomfortable."
fungal infection,,"I've been itching a lot, and it's been accompanied with a rash that looks to be getting worse over time. There are also some patches of skin that are different colours from the rest of the skin, as well as some lumps that resemble little nodes."
fungal infection,,"All over my body has been itching like crazy, and now there are red areas all over. Additionally, some of the patches have a different tone than my natural skin. And on my skin, there are these lumps or pimples that have developed."
fungal infection,,"A rash that appears to be developing throughout my skin has been accompanying my recent bouts of intense itching and discomfort. On my skin, I also have some dischromic spots and little lumps that seem to be appearing everywhere."
fungal infection,,"I've been rather itchy recently, and I have rashy blotches all over my skin. There are also certain regions that are more dark in color than the rest of my skin, and I've got some painful lumps."
fungal infection,,"Recently, I've been scratching myself a lot, and my skin is covered with rashy places. Additionally, I've had a few pimples that are rather firm, and there are certain spots on my body that have a different shade of brown than the rest of my skin."
fungal infection,,"My skin has been really itchy and there are these rashy spots all over. There are also some patches that look different in color than the rest of my skin, and I've had some bumps that are kind of hard."
fungal infection,,"My skin has been really scratchy, and there are rashes all over my body. I have some bumps that are quite firm, as well as some areas that are a darker shade from the rest of my skin. It's extremely unpleasant."
fungal infection,,"There are rashy areas all over my skin, which has been really irritating. Additionally, I have some bumps that are fairly firm and some patches that are a different colour from the rest of my skin."
fungal infection,,"Recently, I've been scratching myself a lot, and my skin is covered with rashy places. In addition, there are a few spots where my skin doesn't appear to be its usual shade, and I've experienced a few lumps that are quite painful."
fungal infection,,"I've had a tendency of itching on my skin, that frequently turns into a rash. There are also some strange patches of skin that are a different tone than the rest of my skin, and I regularly get little lumps that mimic nodules."
fungal infection,,"I've been really itchy lately and there are these rashy spots all over my skin. There are also some areas that don't look like the normal color of my skin, and I've had some bumps that are kind of hard"
fungal infection,,"I've been itching and have rashy patches all over my skin recently. There are also some regions that don't appear to be the regular tone of my skin, and I've experienced some painful bumps."
fungal infection,,"Recently, I've been itching myself a lot, and my skin is covered with rashy patches. Furthermore, there are a few regions where my skin doesn't appear to be its usual tone, and I've experienced a few lumps that are exceptionally painful."
fungal infection,,"I've been having this constant itch and there are these red and bumpy spots on my skin. There are also some patches that are a different color than the rest of my skin, and I've had some bumps that are kind of like little lumps."
fungal infection,,"There are red, bumpy areas on my skin, and I've been scratching myself nonstop. Additionally, I have some bumps that resemble little lumps and some spots that are a different shade of skin than the rest of my body."
fungal infection,,"I've had a lot of itching on my skin, which occasionally turns into a rash. There are also some odd patches of skin that are a different hue than the rest of me, and I occasionally get little pimples that resemble nodules."
fungal infection,,"I've been experiencing a lot of itching on my skin, and sometimes it turns into a rash. There are also some strange patches of skin that are a different color than the rest of me, and sometimes I get little bumps that look like nodules."
fungal infection,,"I've been quite itchy recently, and I have rashy places all over my body. There are also some regions that don't appear to be the typical hue of my skin, and I've experienced some firm lumps."
fungal infection,,"I've been really itchy lately and there are these rashy spots all over my skin. There are also some areas that look different in shade than the rest of my skin, and I've had some bumps that are kind of hard."
fungal infection,,"I've been quite itchy recently, and I have rashy patches all over my skin. There are also certain regions that are darker in colour than the rest of my skin, and I've got some firm lumps."
fungal infection,,"I've been having this really annoying itch all over my body, and I have red and bumpy spots on my skin too. There are also some areas that are a different color than the rest of my skin, and I've had some bumps that look like little balls."
fungal infection,,"My skin always itches, and occasionally it becomes quite rough and red. In addition, I occasionally get little pimples that resemble tiny balls and certain spots that are a different colour from the rest of my skin. It severely irritates me and itches."
fungal infection,,"I have a lot of itching all over my skin, and sometimes it gets really red and bumpy. There are also some patches that are different colors than the rest of my skin, and sometimes I get these little bumps that look like little balls. It's really annoying and itchy."
fungal infection,,"I have a pretty irritating itch all over my body, and my skin also has a few red, bumpy areas. I've also had some pimples that resemble small balls and other spots that are a different colour than the rest of my skin. "
fungal infection,,"I've had a pretty uncomfortable itch all over my body, as well as red and bumpy areas on my skin. There are also certain patches of my epidermis with a distinct shade than the rest of it, and I've had some pimples that resemble little balls."
fungal infection,,"My skin has been acting up lately, becoming exceedingly itchy and prone to rashes. Furthermore, several patches differ from my normal skin tone in terms of colour. And now I have lumps or bumps on my skin that weren't there before."
fungal infection,,"I've had a pretty uncomfortable itch all over my body, as well as red and bumpy areas on my skin. There are also certain patches of my skin that are a different hue than the rest of it, and I've had some pimples that resemble little balls."
fungal infection of the hair,pelvic pain,
fungal infection of the hair,itching of skin,
fungal infection of the hair,skin dryness,
fungal infection of the hair,peeling,
fungal infection of the hair,skin growth,
fungal infection of the hair,or roughness,
fungal infection of the hair,skin irritation,
fungal infection of the hair,acne or pimples,
fungal infection of the hair,skin lesion,
fungal infection of the hair,abnormal appearing skin,
fungal infection of the hair,skin swelling,
fungal infection of the hair,skin rash,
fungal infection of the hair,irregular appearing scalp,
fungal infection of the hair,scaliness,
fungal infection of the hair,itchy scalp,
fungal infection of the skin,itching of skin,
fungal infection of the skin,skin dryness,
fungal infection of the skin,too little hair,
fungal infection of the skin,itchy scalp,
fungal infection of the skin,skin swelling,
fungal infection of the skin,abnormal appearing skin,
fungal infection of the skin,skin lesion,
fungal infection of the skin,or roughness,
fungal infection of the skin,scaliness,
fungal infection of the skin,skin rash,
fungal infection of the skin,peeling,
fungal infection of the skin,acne or pimples,
fungal infection of the skin,irregular appearing scalp,
g6pd enzyme deficiency,emotional symptoms,
g6pd enzyme deficiency,cough,
galactorrhea of unknown cause,pain or soreness of breast,
galactorrhea of unknown cause,anxiety and nervousness,
galactorrhea of unknown cause,bleeding or discharge from nipple,
galactorrhea of unknown cause,emotional symptoms,
gallstone,nausea,
gallstone,sharp chest pain,
gallstone,sharp abdominal pain,
gallstone,vomiting,
gallstone,back pain,
gallstone,burning abdominal pain,
gallstone,side pain,
gallstone,lower body pain,
gallstone,heartburn,
gallstone,regurgitation.1,
gallstone,upper abdominal pain,
ganglion cyst,leg pain,
ganglion cyst,hand or finger pain,
ganglion cyst,wrist swelling,
ganglion cyst,skin growth,
ganglion cyst,knee pain,
ganglion cyst,knee swelling,
ganglion cyst,knee lump or mass,
ganglion cyst,foot or toe pain,
ganglion cyst,wrist lump or mass,
ganglion cyst,hand or finger lump or mass,
gas gangrene,wrist pain,
gas gangrene,sharp abdominal pain,
gastritis,nausea,
gastritis,diarrhea,
gastritis,vomiting blood,
gastritis,burning abdominal pain,
gastritis,fever,
gastritis,regurgitation.1,
gastritis,headache,
gastritis,sharp abdominal pain,
gastritis,sharp chest pain,
gastritis,vomiting,
gastroduodenal ulcer,sharp chest pain,
gastroduodenal ulcer,vomiting blood,
gastroduodenal ulcer,nausea,
gastroduodenal ulcer,vomiting,
gastroduodenal ulcer,sharp abdominal pain,
gastroduodenal ulcer,blood in stool,
gastroduodenal ulcer,burning abdominal pain,
gastroduodenal ulcer,upper abdominal pain,
gastroduodenal ulcer,heartburn,
gastroduodenal ulcer,changes in stool appearance,
gastroesophageal reflux disease,,"After eating, I get queasy and frequently throw up everything I've eaten. I always get severe abdominal ache and have terrible acid reflux."
gastroesophageal reflux disease,,"I have a chronic bad breath and a sour taste in my mouth, It sometimes gets difficult to swallow food because of this tingling sensation in my throat"
gastroesophageal reflux disease,,"I have a persistent sour taste in my mouth, even when I haven't eaten anything acidic. I get frequent hiccups and a feeling of lump in my throat."
gastroesophageal reflux disease,,"I have frequent belching and burping. I have chest pain that often radiates to the back of my neck, jaw and arm. I get a feeling of tightness and pressure on my chest"
gastroesophageal reflux disease,,I often feel sick after eating and puke up the entire meal. I constantly get excruciating acid reflux and severe stomach pain.
gastroesophageal reflux disease,,"My throat often feels like it is burning, especially after eating. A bitter or sour aftertaste that I occasionally experience also makes me feel unwell."
gastroesophageal reflux disease,,"I have indigestion and heartburn. I frequently vomit everything I eat, and it is hard for me to swallow since food gets caught in my throat. My upper abdomen is in discomfort."
gastroesophageal reflux disease,,"My tendency is to belch and burp frequently. I frequently get chest pain that spreads to my arm, jaw, and the back of my neck. There is pressure and stress in my chest."
gastroesophageal reflux disease,,"Even when I don't have anything acidic in my stomach, I constantly have a sour taste in my mouth. I frequently have a lump in my throat and the hiccups."
gastroesophageal reflux disease,,"Periodically, the tingling in my throat, poor breath, and bad taste in my mouth make it difficult for me to swallow meals."
gastroesophageal reflux disease,,"I have heartburn and indigestion. I often vomit whatever I eat and have difficultly swallowing food, beacuse the food gets stuck in my throat. I have a nagging pain in my upper abdomen"
gastroesophageal reflux disease,,I often get aburning sensation in my throat while and especially after eating. Sometimes this also leaves a sour or bitter taste in my mouth and I get nauseos beacuse of this
gastroesophageal reflux disease,,"I'm not in the mood to eat, and swallowing is difficult. I often have this lingering feeling of fullness even after little meals. My typical symptoms include heartburn, nausea, and throat tingling."
gastroesophageal reflux disease,,"Even when I don't have anything acidic in my stomach, I constantly have a sour taste in my mouth. I frequently have a lump in my throat and the hiccups."
gastroesophageal reflux disease,,"My throat often feels like it's on fire, especially after eating. I occasionally get an aftertaste that is sour or bitter and makes me feel nauseous."
gastroesophageal reflux disease,,I regularly feel sick after eating and puke up the entire meal. I constantly get horrible acid reflux agony and stomach discomfort.
gastroesophageal reflux disease,,"I frequently have indigestion and heartburn, especially after eating spicy or fatty foods. My chest hurts when I lean forward or while I'm lying down. Additionally, my chest hurts a lot."
gastroesophageal reflux disease,,"I occasionally have trouble swallowing food because of the tingling in my throat, terrible breath, and bad taste in my mouth."
gastroesophageal reflux disease,,"I always get a sour taste in my mouth, even when I don't have anything acidic in my stomach. I regularly have the hiccups and a knot in my throat."
gastroesophageal reflux disease,,"I have a tendency to burp and belch regularly. I often get chest discomfort that radiates to my arm, jaw, and neck. My chest feels tight and stressed."
gastroesophageal reflux disease,,"I have heartburn and indigestion. I regularly throw up everything I eat, and swallowing is difficult for me since food gets stuck in my throat. I'm experiencing pain in my upper abdomen."
gastroesophageal reflux disease,,"Especially after eating, my throat frequently feels scorching. I occasionally get a bitter or sour aftertaste that makes me feel sick."
gastroesophageal reflux disease,,"After eating, I frequently feel unwell and throw up the entire meal. I suffer from painful acid reflux and excruciating stomach discomfort all the time."
gastroesophageal reflux disease,,"It feels like food or acid is backing up in my throat. My chest discomfort only becomes worse while I'm lying down. After eating, I frequently have heartburn or indigestion and throw up."
gastroesophageal reflux disease,,"I regularly wake up with a scratchy voice or a sore throat. My throat is constantly irritated, and I have horrible breath. I frequently throw up."
gastroesophageal reflux disease,,"I don't feel like eating, and swallowing is challenging. Even after little meals, I frequently get this lingering sensation of fullness. My normal symptoms include nausea, heartburn, and tingling in my throat."
gastroesophageal reflux disease,,"I feel as though acid or food is backing up into my throat. My chest hurts, and lying down makes it worse. After eating, I frequently have heartburn or indigestion and throw up."
gastroesophageal reflux disease,,"I don't feel like eating, and swallowing is challenging. Even after eating little meals, I frequently get this lingering sense of fullness. Typically, I have heartburn, nausea, and tingling in my throat."
gastroesophageal reflux disease,,"I routinely experience heartburn and indigestion, particularly after consuming spicy or fatty foods. When I lean forward or lie down, my chest discomfort becomes worse. My chest hurts a lot as well."
gastroesophageal reflux disease,,"I often wake up with a sore throat or a scratchy voice. My throat hurts constantly, and I also have poor breath. I also frequently burp."
gastroesophageal reflux disease,,"I get frequent heartburn and indigestion, especially eating spicy foods or fatty foods. I get chest pain that gets worse when I lie down or bend over. I also often have chest pain"
gastroesophageal reflux disease,,I frequently get a scratchy voice or a painful throat when I wake up. I have bad breath and a continual sore throat. I also vomit a lot.
gastroesophageal reflux disease,,My throat feels as though food or acid is backing up. Lying down only makes my chest pain more. I regularly have heartburn or indigestion after eating and puke up.
gastroesophageal reflux disease,,"I have a sore throat or hoarseness, especially in the morning. I have a chronic nagging pain in my throat and bad breath. I also have frequent belching"
gastroesophageal reflux disease,,"I have a loss of appetite and difficulty swallowing. I often have this persistent feeling of fullness, even after eating small meals. I usually throw up and get heartburn and a tingling sensation in my throat"
gastroesophageal reflux disease,,"I periodically find it challenging to swallow food due to the tingling in my throat, bad breath, and bad taste in my mouth."
gastroesophageal reflux disease,,I feel uneasiness after eating and usually vomit whatever I've eaten. I always have this pain in my abdomen and have really bad acid reflux
gastroesophageal reflux disease,,"My throat frequently feels like it is burning, especially after eating. Additionally, I occasionally get a sour or bitter aftertaste, which causes me to feel queasy."
gastroesophageal reflux disease,,"Even when I don't have anything acidic in my stomach, I constantly have a sour taste in my mouth. I frequently have hiccups and a lump in my throat."
gastroesophageal reflux disease,,"I always have foul breath and a sour taste in my mouth, and occasionally, the tingling in my throat makes it difficult to swallow meals."
gastroesophageal reflux disease,,"I frequently have heartburn and indigestion, particularly after consuming spicy or fatty foods. When I lie down or stoop over, my chest discomfort worsens. My chest hurts quite a bit too."
gastroesophageal reflux disease,,"I get a sour taste in my mouth all the time, even when there is nothing acidic in my stomach. I often get the hiccups and have a lump in my throat."
gastroesophageal reflux disease,,"I have indigestion and heartburn. I frequently vomit everything I eat, and I have trouble swallowing food because it gets caught in my throat. My upper abdomen is bothering me."
gastroesophageal reflux disease,,"Belching and burping are common in me. I often get chest pain that radiates to the back of my neck, my jaw, and my arm. In my chest, there is pressure and stress."
gastroesophageal reflux disease,," regularly have indigestion and heartburn, especially after eating spicy or fatty foods. My chest pain is worse when I hunch over or lie down. Additionally, my chest hurts a lot."
gastroesophageal reflux disease,,"I'm not in the mood to eat, and swallowing is difficult. I often have this lingering feeling of fullness even after little meals. My typical symptoms include heartburn, nausea, and throat tingling."
gastroesophageal reflux disease,,"I have heartburn and indigestion. I regularly vomit everything I eat, and food gets stuck in my throat, making it difficult for me to swallow. I have a pain in my upper abdomen."
gastroesophageal reflux disease,,"Especially after eating, my throat regularly feels like it is burning. I also occasionally get a bitter or sour aftertaste, which makes me feel sick."
gastroesophageal reflux disease,,"My burping and belching are frequent. I frequently get chest discomfort that spreads to the back of my neck, jaw, and arm. I have pressure and tension in my chest."
gastroesophageal reflux disease,,"I have a feeling of food or acid backing up into my throat. I chest pain which gets worse if I lie down. I get frequent heartburn or indigestion, after eating food and vomit it out"
gastroesophageal reflux disease (gerd),regurgitation.1,
gastroesophageal reflux disease (gerd),difficulty in swallowing,
gastroesophageal reflux disease (gerd),cough,
gastroesophageal reflux disease (gerd),sharp abdominal pain,
gastroesophageal reflux disease (gerd),nausea,
gastroesophageal reflux disease (gerd),regurgitation,
gastroesophageal reflux disease (gerd),burning abdominal pain,
gastroesophageal reflux disease (gerd),sharp chest pain,
gastroesophageal reflux disease (gerd),chest tightness,
gastroesophageal reflux disease (gerd),hoarse voice,
gastrointestinal hemorrhage,melena,
gastrointestinal hemorrhage,changes in stool appearance,
gastrointestinal hemorrhage,rectal bleeding,
gastrointestinal hemorrhage,dizziness,
gastrointestinal hemorrhage,diarrhea,
gastrointestinal hemorrhage,sharp abdominal pain,
gastrointestinal hemorrhage,nausea,
gastrointestinal hemorrhage,blood in stool,
gastrointestinal hemorrhage,fainting,
gastrointestinal hemorrhage,vomiting,
gastrointestinal hemorrhage,vomiting blood,
gastrointestinal hemorrhage,weakness,
gastroparesis,regurgitation.1,
gastroparesis,sharp chest pain,
gastroparesis,sharp abdominal pain,
gastroparesis,vomiting,
gastroparesis,nausea,
gastroparesis,regurgitation,
gastroparesis,burning abdominal pain,
gastroparesis,upper abdominal pain,
genital herpes,suprapubic pain,
genital herpes,vaginal itching,
genital herpes,painful urination,
genital herpes,vaginal discharge,
genital herpes,skin lesion,
genital herpes,skin rash,
genital herpes,recent pregnancy,
gestational diabetes,vaginal redness,
gestational diabetes,problems during pregnancy,
gestational diabetes,pain during pregnancy,
gestational diabetes,uterine contractions,
gestational diabetes,pelvic pressure,
glaucoma,spots or clouds in vision,
glaucoma,eye redness,
glaucoma,foreign body sensation in eye,
glaucoma,pain in eye,
glaucoma,symptoms of eye,
glaucoma,diminished vision,
glaucoma,itchy eyelid,
glaucoma,lacrimation,
glaucoma,itchiness of eye,
glucocorticoid deficiency,lack of growth,
glucocorticoid deficiency,diarrhea,
glucocorticoid deficiency,shortness of breath,
goiter,weight gain,
goiter,hot flashes,
goiter,difficulty in swallowing,
goiter,lump in throat,
goiter,fatigue,
gonorrhea,sharp abdominal pain,
gonorrhea,vaginal itching,
gonorrhea,vaginal discharge,
gonorrhea,problems with movement,
gonorrhea,penile discharge,
gonorrhea,vaginal pain,
gout,joint pain,
gout,foot or toe swelling,
gout,leg swelling,
gout,knee swelling,
gout,ankle pain,
gout,foot or toe pain,
gout,knee pain,
gout,hand or finger pain,
gout,wrist pain,
gout,hand or finger swelling,
gout,wrist swelling,
gout,ankle swelling,
granuloma inguinale,sharp chest pain,
granuloma inguinale,knee lump or mass,
graves disease,involuntary urination,
graves disease,abnormal involuntary movements,
graves disease,dizziness,
graves disease,palpitations,
graves disease,irregular heartbeat,
graves disease,hemoptysis,
graves disease,sweating,
guillain barre syndrome,difficulty speaking,
guillain barre syndrome,hand or finger pain,
guillain barre syndrome,loss of sensation,
guillain barre syndrome,dizziness,
guillain barre syndrome,leg pain,
gum disease,lip swelling,
gum disease,jaw swelling,
gum disease,ear pain,
gum disease,peripheral edema,
gum disease,mouth ulcer,
gum disease,facial pain,
gum disease,toothache,
gum disease,gum pain,
gum disease,fever,
gum disease,bleeding gums,
gum disease,pain in gums,
gynecomastia,lump or mass of breast,
gynecomastia,pain or soreness of breast,
gynecomastia,skin swelling,
gynecomastia,back pain,
gynecomastia,neck pain,
gynecomastia,bones are painful,
gynecomastia,problems with shape or size of breast,
hammer toe,foot or toe pain,
hammer toe,loss of sensation,
hammer toe,skin growth,
hammer toe,skin lesion,
hashimoto thyroiditis,abnormal involuntary movements,
hashimoto thyroiditis,weight gain,
head and neck cancer,throat feels tight,
head and neck cancer,difficulty in swallowing,
head and neck cancer,neck mass,
head and neck cancer,sore throat,
head and neck cancer,hoarse voice,
head and neck cancer,plugged feeling in ear,
head and neck cancer,mouth pain,
head and neck cancer,hemoptysis,
head injury,lip swelling,
head injury,headache,
head injury,back pain,
head injury,neck pain,
head injury,fainting,
head injury,dizziness,
head injury,facial pain,
head injury,double vision,
headache after lumbar puncture,neck pain,
headache after lumbar puncture,low back pain,
headache after lumbar puncture,dizziness,
headache after lumbar puncture,vomiting,
headache after lumbar puncture,headache,
headache after lumbar puncture,painful urination,
headache after lumbar puncture,nausea,
heart attack,sweating,
heart attack,sharp chest pain,
heart attack,chest tightness,
heart attack,irregular heartbeat,
heart attack,fainting,
heart attack,nausea,
heart attack,arm pain,
heart attack,heartburn,
heart attack,increased heart rate,
heart attack,shortness of breath,
heart attack,burning chest pain,
heart block,palpitations,
heart block,weakness,
heart block,weight gain,
heart block,peripheral edema,
heart block,shortness of breath,
heart block,sharp chest pain,
heart block,dizziness,
heart block,chest tightness,
heart block,fainting,
heart block,irregular heartbeat,
heart contusion,depression,
heart contusion,elbow weakness,
heart failure,shortness of breath,
heart failure,sharp chest pain,
heart failure,chest tightness,
heart failure,palpitations,
heart failure,cough,
heart failure,weight gain,
heart failure,hurts to breath,
heart failure,leg swelling,
heart failure,fluid retention,
heart failure,weakness,
heart failure,difficulty breathing,
heat exhaustion,dizziness,
heat exhaustion,fainting,
heat exhaustion,vomiting,
heat exhaustion,weakness,
heat exhaustion,headache,
heat exhaustion,fluid retention,
heat exhaustion,sharp chest pain,
heat exhaustion,shortness of breath,
heat stroke,dizziness,
heat stroke,feeling hot,
hemangioma,irregular appearing nails,
hemangioma,lymphedema,
hemangioma,skin moles,
hemangioma,irregular appearing scalp,
hemangioma,skin growth,
hemangioma,skin lesion,
hemangioma,abnormal appearing skin,
hemangioma,lip swelling,
hemangioma,skin swelling,
hemangioma,or roughness,
hemangioma,scaliness,
hemangioma,skin dryness,
hemangioma,peeling,
hemarthrosis,knee swelling,
hemarthrosis,frequent urination,
hemarthrosis,elbow weakness,
hemarthrosis,knee pain,
hematoma,sharp abdominal pain,
hematoma,skin swelling,
hematoma,swelling of scrotum,
hematoma,arm swelling,
hematoma,ache all over,
hemiplegia,weakness,
hemiplegia,loss of sensation,
hemiplegia,slurring words,
hemiplegia,seizures,
hemiplegia,difficulty speaking,
hemiplegia,headache,
hemiplegia,problems with movement,
hemiplegia,arm stiffness or tightness,
hemiplegia,abnormal involuntary movements,
hemochromatosis,ache all over,
hemochromatosis,abnormal appearing skin,
hemochromatosis,difficulty speaking,
hemolytic anemia,fatigue,
hemolytic anemia,skin growth,
hemolytic anemia,nausea,
hemolytic anemia,cough,
hemophilia,cough,
hemophilia,frontal headache,
hemophilia,bleeding gums,
hemophilia,leg pain,
hemorrhoids,blood in stool,
hemorrhoids,sharp abdominal pain,
hemorrhoids,pain of the anus,
hemorrhoids,lower body pain,
hemorrhoids,changes in stool appearance,
hemorrhoids,melena,
hemorrhoids,rectal bleeding,
hemorrhoids,constipation,
hemorrhoids,mass or swelling around the anus,
hemorrhoids,itching of the anus,
hemorrhoids,heartburn,
hepatic encephalopathy,fainting,
hepatic encephalopathy,abusing alcohol,
hepatic encephalopathy,sharp abdominal pain,
hepatic encephalopathy,shortness of breath,
hepatic encephalopathy,fluid retention,
hepatic encephalopathy,depressive or psychotic symptoms,
hepatitis due to a toxin,depression,
hepatitis due to a toxin,jaundice,
hepatitis due to a toxin,sharp abdominal pain,
hepatitis due to a toxin,feeling ill,
hepatitis due to a toxin,vomiting,
hepatitis due to a toxin,nausea,
hepatitis due to a toxin,rectal bleeding,
hepatitis due to a toxin,itching of skin,
herniated disk,arm pain,
herniated disk,leg pain,
herniated disk,hip pain,
herniated disk,back pain,
herniated disk,neck pain,
herniated disk,low back pain,
herniated disk,loss of sensation,
herniated disk,paresthesia,
herniated disk,leg weakness,
herniated disk,shoulder pain,
herniated disk,arm weakness,
herpangina,skin rash,
herpangina,fever,
herpangina,decreased appetite,
herpangina,swollen lymph nodes,
herpangina,mouth ulcer,
herpangina,insomnia,
herpangina,cough,
herpangina,sore throat,
herpangina,vomiting,
hiatal hernia,difficulty in swallowing,
hiatal hernia,burning abdominal pain,
hiatal hernia,heartburn,
hiatal hernia,sharp chest pain,
hiatal hernia,regurgitation,
hiatal hernia,regurgitation.1,
hiatal hernia,upper abdominal pain,
hiatal hernia,vomiting blood,
hiatal hernia,back pain,
hiatal hernia,nausea,
hiatal hernia,dizziness,
hiatal hernia,sharp abdominal pain,
hidradenitis suppurativa,arm pain,
hidradenitis suppurativa,groin mass,
hidradenitis suppurativa,skin lesion,
hidradenitis suppurativa,skin rash,
hidradenitis suppurativa,skin growth,
hidradenitis suppurativa,skin swelling,
high blood pressure,headache,
high blood pressure,sharp chest pain,
hirschsprung disease,constipation,
hirschsprung disease,sharp abdominal pain,
hirschsprung disease,emotional symptoms,
hirsutism,apnea,
hirsutism,abnormal appearing skin,
hirsutism,acne or pimples,
hirsutism,unwanted hair,
histoplasmosis,cough,
histoplasmosis,lacrimation,
histoplasmosis,elbow weakness,
