source_url,disease_name,symptom_list,generated_sentence_from_symptoms
https://medlineplus.gov/ency/article/000043.htm,Cuts and puncture wounds,"Wounds on the feet | Pain | Crush injuries | Punctures | Bleeding | Problems with function (movement) or feeling (numbness, tingling) below the wound site | Dirty wounds | Wounds that are not promptly treated | Bites","I've been dealing with some concerning wounds on my feet, which are accompanied by significant pain, and in some cases, crush injuries, punctures, and bleeding. Additionally, I've noticed problems with movement and numbness or tingling sensations below the wound site. What's more, some of the wounds are dirty, and I'm worried that they haven't been properly treated, which could lead to further complications. I've also had some bites, and I'm not sure how to properly care for them."
https://medlineplus.gov/ency/article/001461.htm,Hypomelanosis of Ito,"Intellectual disability, including autism spectrum disorder and learning disability | Scoliosis | Hearing problems | Crossed eyes (strabismus) | Increased body hair (hirsutism) | Streaked, whorled or mottled patches of skin on the arms, legs, and middle of the body | Mouth or tooth problems | Seizures","I've been dealing with a range of physical and developmental issues, including intellectual disability, which includes autism spectrum disorder and learning disability, as well as scoliosis, which affects my posture. Additionally, I've been experiencing hearing problems, and I've noticed that I have crossed eyes, also known as strabismus. Furthermore, I've observed that I have excessive body hair, known as hirsutism, and peculiar skin patches on my arms, legs, and torso, which are streaked, whorled, or mottled. I've also had issues with my mouth and teeth, and unfortunately, I've been experiencing seizures, which are a significant concern for me."
https://medlineplus.gov/ency/article/001247.htm,Achondrogenesis,"Very short trunk, arms, legs, and neck | Narrow chest | Head appears large in relation to the trunk | Small lower jaw","I've noticed that my body has some unusual physical characteristics, including a very short trunk, arms, legs, and neck, which makes my head appear large in relation to my trunk. Additionally, I've observed that my chest is quite narrow, and my lower jaw is smaller than usual."
https://medlineplus.gov/ency/article/000038.htm,Hypothermia,"Weakness and loss of coordination | Slowed breathing or heart rate | Shivering that cannot be controlled (although at extremely low body temperatures, shivering may stop) | Drowsiness | Confusion | Pale and cold skin","I've been experiencing some concerning symptoms lately, including weakness and a loss of coordination, which is making it difficult for me to move around. Additionally, I've noticed my breathing and heart rate have slowed down, and I've been shivering uncontrollably, which is unsettling. I've also been feeling extremely drowsy, and my mind is foggy, leading to confusion. To make matters worse, my skin has taken on a pale and cold appearance, which is quite alarming."
https://medlineplus.gov/ency/article/007314.htm,Absent pulmonary valve,Failure to thrive | Blue coloring to the skin (cyanosis) | Coughing | Wheezing | Rapid breathing | Poor appetite | Respiratory failure,"I've been struggling with a range of concerning symptoms, including failure to thrive, which has left me feeling weak and lethargic. I've also noticed a blue coloring to my skin, which is quite alarming, and I've been experiencing persistent coughing and wheezing. My breathing has become rapid, and I've lost my appetite, making it difficult for me to eat. Worst of all, I'm worried that I might be heading towards respiratory failure, which is a terrifying prospect."
https://medlineplus.gov/ency/article/002749.htm,Baking soda overdose,Vomiting | Constipation | Feeling of being full | Convulsions | Frequent urination | Irritability | Muscle spasms | Muscle weakness | Diarrhea,"I've been experiencing a range of distressing symptoms lately, including vomiting, constipation, and a persistent feeling of being full, which has been really uncomfortable. Unfortunately, I've also had convulsions, which have been quite alarming. Additionally, I've been dealing with frequent urination, irritability, and muscle spasms, which have been leaving me feeling weak and exhausted. To make matters worse, I've also been experiencing diarrhea, which has been further disrupting my digestive system."
https://medlineplus.gov/ency/article/007791.htm,Long COVID,"Improve or get worse with time | Mental healthÂ -- mood changes, depression, anxiety, post-traumatic stress disorder (PTSD) | Cough | Be new symptoms | Continue after your initial illness | Difficulty breathing or shortness of breath | Be some of the same symptomsÂ you had when you had COVID-19 | Heart and blood -- Blood clots, chest pain, palpitationsÂ (fast or irregular heartbeat) | FatigueÂ or tiredness that makes it hard to do daily activities | Bones and joints -- joint pain, muscle pain | Brain and nervesÂ -- headache, difficulty thinking or concentratingÂ (sometimes called ""brain fog""), sleep problems, dizziness, tingling, numbness | Digestive -- stomach pain, diarrhea, constipation, appetite changes | Begin later after you recover | Worsening symptoms after vigorous physical or mental activity | Changes in smell or taste | Go away and then come back | Fever","I've been experiencing a range of lingering symptoms that have improved or worsened over time, including changes in my mental health, such as mood swings, depression, anxiety, and PTSD. I've also had a persistent cough and difficulty breathing or shortness of breath, which are similar to the symptoms I had when I first had COVID-19. Additionally, I've been dealing with heart and blood-related issues, including blood clots, chest pain, and palpitations, which have left me feeling fatigued and tired, making it hard to do daily activities. My bones and joints have been aching, and I've had headaches, difficulty thinking or concentrating, sleep problems, dizziness, tingling, and numbness. On top of that, I've had digestive issues like stomach pain, diarrhea, constipation, and appetite changes. These symptoms began after I recovered from my initial illness and have been worsening after vigorous physical or mental activity. I've also noticed changes in my sense of smell and taste, and some symptoms have gone away only to come back. Occasionally, I've had a fever, and it's been really challenging to cope with these ongoing health issues."
https://medlineplus.gov/ency/article/000385.htm,Hypoparathyroidism,"Teeth that do not grow in on time, or at all | Decreased consciousness | Dry, scaly skin | Tingling lips, fingers, and toes (most common) | Muscle spasms called tetany (can affect the larynx, causing breathing difficulties) | Painful menstruation | Muscle cramps (most common) | Brittle nails | Pain in the face, legs, and feet | Dry hair | Calcium deposits in some tissuesÂ | Weakened tooth enamel (in children) | Abnormal heart rhythm | Seizures | Abdominal pain","I've been experiencing a multitude of symptoms that have been concerning me, including teeth that haven't grown in on time or at all, and episodes of decreased consciousness. My skin has been dry and scaly, and I've noticed tingling sensations in my lips, fingers, and toes. I've also been experiencing muscle spasms, known as tetany, which have affected my larynx and caused breathing difficulties. Additionally, I've been having painful menstruation, muscle cramps, and brittle nails. I've also been dealing with pain in my face, legs, and feet, as well as dry hair. Furthermore, I've noticed calcium deposits in some tissues, and I'm worried about the health of my teeth, as I've heard that weakened tooth enamel can be a problem, especially in children. On top of all this, I've been experiencing abnormal heart rhythms, seizures, and abdominal pain."
https://medlineplus.gov/ency/article/000897.htm,Vulvovaginitis,"Discomfort or burning when urinating | Vaginal discharge | Inflammation (irritation, redness, and swelling) of the genital area | Foul vaginal odor | Irritation and itching of the genital area","I've been experiencing some uncomfortable symptoms lately, including discomfort or burning when I urinate, and I've noticed a vaginal discharge that's accompanied by inflammation of the genital area, which is causing irritation, redness, and swelling. Additionally, I've been dealing with a foul vaginal odor and intense irritation and itching of the genital area."
https://medlineplus.gov/ency/article/001607.htm,Pierre Robin sequence,"Jaw that is far back in the throat | High-arched palate | Cleft palate | Repeated ear infections | Teeth that appear when the baby is born | Small opening in the roof of the mouth, whichÂ may cause choking or liquids coming back out through the nose | Tongue that is large compared to the jaw | Jaw that is very small with a small chin","I've been concerned about my child's oral development, as they have a jaw that is positioned far back in the throat, a high-arched palate, and a cleft palate, which may be contributing to their repeated ear infections. Additionally, they were born with teeth, which is unusual. I've also noticed a small opening in the roof of their mouth, which has caused choking and liquids to come back out through the nose. Furthermore, their tongue appears large compared to their jaw, and their jaw is very small with a small chin, which is affecting their overall oral structure and function."
https://medlineplus.gov/ency/article/000137.htm,Rheumatoid pneumoconiosis,Joint swelling and pain | Cough | Lumps under the skin (rheumatoid nodules) | Shortness of breath | Wheezing,"I've been experiencing some distressing symptoms lately, including joint swelling and pain, which has been quite debilitating. Additionally, I've developed a persistent cough, and I've noticed lumps under my skin, which I've learned are called rheumatoid nodules. Along with these symptoms, I've been struggling with shortness of breath and wheezing, which has made everyday activities a real challenge."
https://medlineplus.gov/ency/article/000277.htm,Liver metastases,"JaundiceÂ (yellowing of the skin and whites of the eyes) | Pain, often in the upper right part of the abdomen | Fever, sweating | Nausea | Confusion","I've been experiencing some concerning symptoms lately, including jaundice, which has caused my skin and the whites of my eyes to turn yellow. I've also been having pain, often in the upper right part of my abdomen, accompanied by a fever and excessive sweating. Along with these symptoms, I've been feeling nauseous and, at times, even confused."
https://medlineplus.gov/ency/article/001008.htm,Entropion,Decreased vision if the cornea is damaged | Eye discomfort or pain | Eye irritation | Excessive tearing | Redness,"I've been experiencing some disturbing eye problems lately, including decreased vision, which I'm worried might be due to cornea damage. Along with this, I've been dealing with eye discomfort and pain, as well as irritation that's causing excessive tearing and redness."
https://medlineplus.gov/ency/article/000750.htm,Sensorimotor polyneuropathy,"Difficulty walking | Decreased feeling in any area of the body | Pain, burning, tingling, or abnormal feeling in any area of the body (called neuralgia) | Difficulty using the legs or feet | Difficulty using the arms or hands | Occasional falls due to lack of balance and not feeling the ground under your feet | Difficulty swallowing or breathing | Weakness of the face, arms, or legs, or any area of the body","I've been experiencing some unsettling symptoms lately, including difficulty walking and occasional falls due to a lack of balance and not feeling the ground under my feet. I've also noticed a decrease in feeling in certain areas of my body, which is quite concerning. Additionally, I've been dealing with pain, burning, tingling, or abnormal feelings in various parts of my body, which my doctor has referred to as neuralgia. Furthermore, I've been struggling to use my legs or feet, as well as my arms or hands, which is affecting my daily activities. To make matters worse, I've had difficulty swallowing or breathing, and I've noticed weakness in my face, arms, or legs, which is really affecting my overall quality of life."
https://medlineplus.gov/ency/article/007660.htm,Pediatric sleep apnea,"Sleepwalking | Act grumpy, impatient, or irritable | Have trouble concentrating in school | Waking up often | Breathing mainly though the mouth | Have hyperactive behavior | Sweating | Long silent pauses in breathing followed by snorts, choking, and gasps for air | Bedwetting | Restless sleep | Feel sleepy or drowsy throughout the day","I've been experiencing some concerning symptoms lately, including sleepwalking and acting grumpy, impatient, or irritable, which has made it difficult for me to concentrate in school. I've also been waking up frequently during the night, and I've noticed that I've been breathing mainly through my mouth. Additionally, I've been exhibiting hyperactive behavior, sweating excessively, and experiencing long silent pauses in breathing followed by snorts, choking, and gasps for air. Unfortunately, I've also been struggling with bedwetting and restless sleep, which has left me feeling sleepy or drowsy throughout the day."
https://medlineplus.gov/ency/article/000431.htm,Rheumatoid arthritis,"Arthritis has been present for longer than 6 weeks. | Dry eyes and mouth (SjÃ¶gren syndrome) | Numbness, tingling, or burning in the hands and feet | Over time, joints may lose their range of motion and may become deformed. | Eye burning, itching, and discharge | You have elevated ESR or CRP. | Other types of arthritis have been ruled out. | Nodules under the skin (most often a sign of more severe disease) | Joints are often swollen. | Minor joint pain | You have a positive test for rheumatoid factor or anti-CCP antibody. | Sleep difficulties | Joint pain is often felt in the same joint on both sides of the body. | You have pain and swelling in 3 or more joints. | Fatigue | Chest pain when taking a breath (pleurisy) | Stiffness | Joints may feel warm, tender, and stiff when not used for an hour. | Morning stiffness, which lasts more than 1 hour, is common.","I've been dealing with arthritis symptoms for more than six weeks now, and I've noticed that I have dry eyes and mouth, which I've learned is related to Sjögren syndrome. I've also been experiencing numbness, tingling, or burning sensations in my hands and feet. Over time, I've felt my joints losing their range of motion and becoming deformed. Additionally, I've had eye issues, including burning, itching, and discharge. My blood tests have shown elevated ESR or CRP levels, and other types of arthritis have been ruled out. I've also developed nodules under my skin, which I understand is a sign of more severe disease. My joints are often swollen, and I experience minor joint pain, which is often felt in the same joint on both sides of my body. I've tested positive for rheumatoid factor or anti-CCP antibody, and I've been struggling with sleep difficulties, fatigue, and stiffness. Sometimes, I experience chest pain when taking a breath, which I've learned is related to pleurisy. My joints often feel warm, tender, and stiff when I haven't used them for an hour, and I commonly experience morning stiffness that lasts more than an hour."
https://medlineplus.gov/ency/article/001224.htm,Compartment syndrome,"Severe pain that doesn't go away after taking pain medicine or raising the affected area | Swelling or inability to move the affected part | Pain that is much higher than expected with the injury | Paleness of skin | Decreased sensation, numbness, tingling, weakness of the affected area","I've been experiencing severe pain in the affected area that doesn't seem to subside even after taking pain medication or elevating it, and it's accompanied by significant swelling that's making it difficult to move the affected part. What's concerning me is that the pain is much more intense than I would expect given the nature of the injury, and I've also noticed that the skin in that area has become pale. Furthermore, I've been experiencing decreased sensation, numbness, tingling, and weakness in the affected area, which is really worrying me."
https://medlineplus.gov/ency/article/001546.htm,Selective mutism,Inability to speak in certain social situations | Fear or anxiety around people they do not know well | Shyness | Ability to speak at home with family,"I've been struggling with social anxiety, and I've noticed that I have an inability to speak in certain social situations, especially when I'm around people I don't know well, which fills me with fear and anxiety. However, I'm comfortable speaking at home with my family, but this shyness holds me back in other social settings."
https://medlineplus.gov/ency/article/001313.htm,Congenital fibrinogen deficiency,Bruising easily | Bleeding in the mucous membranes | Nosebleeds that do not stop easily | Bleeding in the brain (very rare) | Bleeding from the umbilical cord just after birth | Heavy bleeding after injury or surgery | Bleeding in the joints,"I've been experiencing some unusual bleeding issues lately, including bruising easily and bleeding in my mucous membranes, which has led to frequent nosebleeds that don't seem to stop easily. I'm also worried about the possibility of bleeding in my brain, although I know it's rare. Additionally, I've learned that I had bleeding from my umbilical cord just after birth. What's more, I've noticed that I tend to have heavy bleeding after injuries or surgeries, and I've even experienced bleeding in my joints."
https://medlineplus.gov/ency/article/001140.htm,Hirschsprung disease,Swollen belly | Vomiting | Constipation that gradually gets worse | Malnutrition | Jaundice | Poor feeding | Watery diarrhea (in the newborn) | Difficulty with bowel movements | Fecal impaction | Poor weight gain | Failure to pass meconium shortly after birth | Failure to pass a first stool within 24 to 48 hours after birth | Infrequent but explosive stools | Slow growth,"I've been noticing some concerning symptoms in my digestive system, including a swollen belly, frequent vomiting, and constipation that seems to be getting progressively worse. I've also been experiencing malnutrition, jaundice, and poor feeding, which is affecting my overall health. Additionally, I've had watery diarrhea, difficulty with bowel movements, and even fecal impaction. Furthermore, I've noticed poor weight gain and slow growth, which is alarming. As a newborn, I failed to pass meconium shortly after birth and didn't pass a first stool within 24 to 48 hours after birth. Instead, I've been having infrequent but explosive stools, which is causing me a lot of discomfort."
https://medlineplus.gov/ency/article/001576.htm,Congenital nephrotic syndrome,Cough | Poor appetite | Foamy appearance of urine | Swelling (total body) | Decreased urine output | Low birth weight,"I've been experiencing some concerning symptoms lately, including a persistent cough and a poor appetite. Additionally, I've noticed that my urine has a foamy appearance, and I've been experiencing swelling all over my body. Unfortunately, my urine output has decreased, and I'm worried about my overall health, especially since I had a low birth weight."
https://medlineplus.gov/ency/article/002809.htm,Tar remover poisoning,"Feeling of being drunk (euphoria) | Weakness | Headache | Low blood pressure (shock) | Vision loss | Severe pain or burning in the throat, nose, eyes, ears, lips, or tongue | Loss of alertness (unconsciousness) | Burns | Staggering | Vomiting (may be bloody) | Blood in the stools | Abdominal pain -- severe | Irritation | Burns of the esophagus (food pipe) | Dizziness | Depression | Nausea | Drowsiness | Seizures | Holes in the skin or tissues under the skin | Breathing difficulty | Throat swelling, which can lead to breathing difficulty | Collapse","I've been experiencing a multitude of alarming symptoms, including a feeling of being drunk, accompanied by weakness and headaches, which I believe may be related to low blood pressure and shock. I've also had severe pain or burning sensations in my throat, nose, eyes, ears, lips, or tongue, which is extremely uncomfortable. Sometimes, I've lost my vision, and even experienced loss of alertness, leading to unconsciousness. I've suffered from burns, and have been staggering around due to dizziness. I've also had episodes of vomiting, which has been bloody at times, and have noticed blood in my stools. The abdominal pain has been severe, and I've felt irritated and depressed. Additionally, I've experienced nausea, drowsiness, and even seizures. I've noticed holes in my skin or tissues under the skin, and have had breathing difficulties, which I believe may be related to throat swelling. I'm worried that if left untreated, this could lead to collapse."
https://medlineplus.gov/ency/article/000764.htm,Alcohol withdrawal,"Anxiety or nervousness | Headache | Enlarged (dilated) pupils | Jumpiness or shakiness | Insomnia (sleeping difficulty) | Mood swings | Sweating, clammy skin | Agitation, irritability | Pallor | Not thinking clearly | Seeing or feeling things that aren't there (hallucinations) | Loss of appetite | Depression | Seizures | Tremor of the hands or other body parts | Fatigue | Irritability | Nausea and vomiting | Sudden, severe confusion (delirium) | Nightmares","I've been struggling with a multitude of symptoms lately, including anxiety and nervousness, which often lead to headaches and enlarged pupils. I've also been experiencing jumpiness and shakiness, making it difficult for me to sleep, and I've been having insomnia as a result. My mood has been unpredictable, swinging back and forth, and I've been sweating excessively, with clammy skin. I've felt agitated and irritable, and my skin has looked pale. I've had trouble thinking clearly, and sometimes I've even seen or felt things that aren't really there, which has been really unsettling. I've lost my appetite, and I've been experiencing depression, which has been really tough to deal with. Occasionally, I've had seizures, and I've noticed a tremor in my hands and other body parts. I've been feeling extremely fatigued, and I've been quick to anger, which has made me feel even more irritable. To make matters worse, I've been experiencing nausea and vomiting, and sometimes I've even had sudden, severe confusion, which has been really scary. Lastly, I've been having nightmares, which have been really disturbing."
https://medlineplus.gov/ency/patientinstructions/000551.htm,Hamstring strain - aftercare,"Compression. A compression bandage or wrap can reduce swelling and ease pain. | Elevation. When sitting, keep your leg raised slightly to reduce swelling. | Rest. Stop any physical activity that causes pain. Keep your leg as still as possible. You may need crutches when you have to move. | Ice. Put ice on your hamstring for about 20 minutes, 2 to 3 times a day. Do not apply ice directly to your skin. | Talk with your health care provider before using these medicines if you have heart disease, high blood pressure, kidney disease, or have had stomach ulcers or internal bleeding in the past. | Do not take more than the amount recommended on the bottle or by your provider.","I've been dealing with a hamstring injury and I've been advised to try some remedies to alleviate the symptoms, including using compression bandages or wraps to reduce swelling and ease pain, elevating my leg when sitting to reduce swelling, getting plenty of rest and avoiding physical activities that cause pain, and applying ice to the affected area for 20 minutes, 2 to 3 times a day, but not directly on my skin. I've also been told to be cautious when taking pain medications, especially since I have a history of heart disease, high blood pressure, and kidney disease, and I need to talk to my healthcare provider before taking them and not exceed the recommended dosage."
https://medlineplus.gov/ency/article/000110.htm,Occupational asthma,Wheezing | Shortness of breath | Tight feeling in the chest | Coughing,"I've been experiencing some distressing respiratory symptoms lately, including wheezing, shortness of breath, and a tight feeling in my chest, which often leads to persistent coughing."
https://medlineplus.gov/ency/article/002530.htm,Phenobarbital overdose,"Slurred speech | Drowsiness, tiredness, fainting | Weakness, uncoordinated movement, staggering gait (ataxia, seen commonly in children) | Shock (extremely low blood pressure) | Dizziness | Rash | Slowed or absent breathing | Coma (decreased level of consciousness and lack of responsiveness) | Blurred or double vision, rapid side-to-side movement of eyes (nystagmus) | Stupor (decreased level of alertness) | Nausea | Confusion","I've been experiencing some alarming symptoms lately, including slurred speech and drowsiness, which often leads to tiredness and even fainting. I've also noticed weakness and uncoordinated movement, causing me to stagger when I walk. Additionally, I've been dealing with dizziness and a rash, and I'm worried about signs of shock, such as extremely low blood pressure. Occasionally, my breathing slows down or stops, and I've even experienced moments of coma-like states, where I'm not very responsive. My vision has also been affected, with blurred or double vision, and rapid side-to-side movement of my eyes. I've felt disoriented and confused, and sometimes I enter a stupor-like state, where I'm not very alert. To make matters worse, I've been experiencing nausea, which adds to my overall discomfort."
https://medlineplus.gov/ency/article/000315.htm,Magnesium deficiency,Numbness | Muscle spasms or cramps | Fatigue | Convulsions | Abnormal eye movements (nystagmus) | Muscle weakness,"I've been experiencing some unsettling symptoms lately, including numbness in my body, recurring muscle spasms and cramps, and persistent fatigue that's left me feeling drained. Occasionally, I've had convulsions, which have been quite alarming. Additionally, I've noticed abnormal eye movements, known as nystagmus, and a general feeling of muscle weakness that's made everyday activities a struggle."
https://medlineplus.gov/ency/article/000489.htm,Hepatorenal syndrome,"Yellow skin (jaundice, a symptom of liver disease) | Mental confusion | Abdominal swelling due to fluid (called ascites, a symptom of liver disease) | Nausea and vomiting | Dark-colored urineÂ (a symptom of liver disease) | Muscle jerks | Decreased urine output | Weight gain","I've been experiencing some concerning symptoms lately, including yellow skin, which I've learned is a sign of liver disease, and I've also been struggling with mental confusion. My abdomen has been swelling due to fluid buildup, which I understand is another symptom of liver disease, and I've been dealing with nausea and vomiting. Additionally, I've noticed that my urine is darker in color, which I've read is also related to liver disease. I've also been experiencing muscle jerks, and I've noticed a decrease in my urine output. To make matters worse, I've been gaining weight, which is further complicating my situation."
https://medlineplus.gov/ency/article/001406.htm,Developmental reading disorder,Rhyming words | Learning to recognize written words | Determining the meaning of a simple sentence,"I've been struggling with reading skills, particularly with recognizing rhyming words, learning to recognize written words, and determining the meaning of a simple sentence."
https://medlineplus.gov/ency/article/000060.htm,Skull fracture,"Bleeding from wound, ears, nose, or around eyes | Convulsions (seizures) | Stiff neck | Drainage of clear or bloody fluid from ears or nose | Slurred speech | Changes in pupils (sizes unequal, not reactive to light) | Visual disturbances | Nausea and vomiting | Headache | Difficulties with balance | Swelling | Restlessness, irritability | Loss of consciousness (unresponsiveness) | Drowsiness | Confusion | Bruising behind the ears or under the eyes","I've been experiencing some alarming symptoms lately, including bleeding from wounds, ears, nose, or around my eyes, which is really concerning me. I've also had convulsions, or seizures, and a stiff neck, which is accompanied by drainage of clear or bloody fluid from my ears or nose. Additionally, I've noticed changes in my pupils, which are unequal in size and don't react to light, and I've been experiencing visual disturbances. I've also been dealing with nausea and vomiting, along with a severe headache. Furthermore, I've been having difficulties with balance, and I've noticed swelling in certain areas of my body. I've become restless and irritable, and I've even had moments of loss of consciousness, where I become unresponsive. Sometimes, I feel drowsy and confused, and I've noticed bruising behind my ears or under my eyes."
https://medlineplus.gov/ency/article/001239.htm,Chronic granulomatous disease,"Growths filled with pus (abscesses) | Eczema | Persistent diarrhea | Blisters or sores on the face (impetigo) | Pus-filled lumps in the skin (boils) | Lung infections, such as pneumonia or lung abscess | Swollen lymph nodes in the neck","I've been experiencing a multitude of concerning symptoms, including the formation of growths filled with pus, known as abscesses, as well as eczema, which has been causing me a lot of discomfort. Furthermore, I've been dealing with persistent diarrhea, and I've developed blisters or sores on my face, which I believe might be impetigo. Additionally, I've noticed pus-filled lumps in my skin, which are likely boils. I'm also worried about the possibility of lung infections, such as pneumonia or lung abscess, and I've observed that my lymph nodes in the neck are swollen."
https://medlineplus.gov/ency/article/000079.htm,Atypical pneumonia,"Fever, which may be mild or high | Cough (with legionella pneumonia, you may cough up bloody mucus) | Ear pain (with mycoplasma pneumonia) | Muscle aches and joint stiffness | Chills | Eye pain or soreness (with mycoplasma pneumonia) | Diarrhea (often with legionella pneumonia) | Rash (with mycoplasma pneumonia) | Headache | Loss of appetite, low energy, and fatigue | Confusion, most often in older people or those with legionella pneumonia | Shortness of breath (may only occur when you exert yourself) | Chest pain that gets worse when you breathe deeply or cough | Neck lump (with mycoplasma pneumonia) | Sore throat (with mycoplasma pneumonia) | Sweating and clammy skin","I've been experiencing a range of symptoms lately, including a fever that's sometimes mild and sometimes high, accompanied by a persistent cough that's occasionally brought up bloody mucus. I've also had ear pain, which I've noticed is more pronounced when I have mycoplasma pneumonia. Additionally, I've been dealing with muscle aches and joint stiffness, as well as chills that come and go. My eyes have been sore and painful, especially with mycoplasma pneumonia. Furthermore, I've had diarrhea, which seems to be more common with legionella pneumonia, and I've even developed a rash in some cases. On top of all this, I've been experiencing headaches, a loss of appetite, and persistent fatigue. I've also noticed that I've become easily confused, especially when I'm older or have legionella pneumonia. Sometimes, I've experienced shortness of breath, but only when I exert myself. I've also had chest pain that worsens when I breathe deeply or cough. In some cases, I've noticed a lump in my neck, and my throat has been sore, especially with mycoplasma pneumonia. Lastly, I've been sweating excessively and have clammy skin."
https://medlineplus.gov/ency/article/001333.htm,Chiggers,Red pimple-like bumps or hives | Severe itching,"I've been experiencing these annoying red pimple-like bumps or hives on my skin, accompanied by severe itching that's been driving me crazy."
https://medlineplus.gov/ency/article/001513.htm,Adenomyosis,"Painful menstrual periods, which gets worse | Long-term or heavy menstrual bleeding | Pelvic pain during intercourse","I've been experiencing some distressing symptoms related to my menstrual cycle, including painful periods that seem to be getting worse over time, and I've been dealing with long-term or heavy menstrual bleeding. Additionally, I've been having pelvic pain during intercourse, which is causing me a lot of discomfort and concern."
https://medlineplus.gov/ency/article/001084.htm,Tracheomalacia - congenital,"Breathing problems that get worse with coughing, crying, feeding, or upper respiratory infections (such as cold) | Rattling or noisy breaths | Breathing noises that may change with position and improve during sleep | High-pitched breathing","I've been experiencing some concerning breathing problems, especially when I cough, cry, feed, or have an upper respiratory infection like a cold, and I've noticed that my breaths are often rattling or noisy. The breathing noises seem to change depending on my position, and surprisingly, they tend to improve when I'm asleep. Additionally, I've been hearing a high-pitched sound when I breathe."
https://medlineplus.gov/ency/article/001617.htm,Keratosis obturans,Inflammation of ear canal | Mild to severe pain | Reduced hearing ability,"I've been experiencing some distressing symptoms in my ear, including inflammation of the ear canal, which has been causing me mild to severe pain, and I've also noticed a reduction in my hearing ability."
https://medlineplus.gov/ency/article/002634.htm,Dimenhydrinate overdose,"Tremor | Rapid heartbeat | Confusion | Very dry eyes | Dry mouth | Unsteadiness | Hallucinations (seeing or hearing things that aren't there) | Blurred vision | Enlarged pupils | Delirium | Depression | Nausea | Drowsiness | Agitation | Seizures | Ringing in the ears | Increased sleepiness | Nervousness | Vomiting | Dry, red skin | Low blood pressure | Inability to urinate","I've been experiencing a multitude of symptoms that are really concerning me, including a noticeable tremor, rapid heartbeat, and bouts of confusion. My eyes are extremely dry, and my mouth is always parched. I've been feeling unsteady on my feet, and I've even had hallucinations, seeing or hearing things that aren't really there. Additionally, my vision has become blurry, and my pupils seem enlarged. I've been experiencing delirium, depression, and nausea, which often leads to drowsiness and agitation. Occasionally, I've had seizures, and I've been experiencing ringing in my ears. I've become increasingly sleepy, anxious, and nervous, and I've even had episodes of vomiting. My skin has become dry and red, and I've had low blood pressure. To make matters worse, I've had trouble urinating, and I'm really worried about what's going on with my body."
https://medlineplus.gov/ency/article/001486.htm,Trachoma,Discharge from the eye | Turned-in eyelashes | Swelling of lymph nodes just in front of the ears | Cloudy cornea | Swollen eyelids,"I've been experiencing some concerning symptoms with my eyes, including a discharge from the eye, turned-in eyelashes, and a cloudy cornea, which is causing my vision to be affected. Additionally, I've noticed swelling of the lymph nodes just in front of my ears, and my eyelids have become swollen, making my eyes feel heavy and uncomfortable."
https://medlineplus.gov/ency/article/000423.htm,Osteoarthritis,When you put weight or pressure on the joint | When you use the joint | After exercise,"I've been experiencing some discomfort in my joints, particularly when I put weight or pressure on them, or when I use them, and even after exercising, which has been making daily activities quite challenging."
https://medlineplus.gov/ency/article/001139.htm,Proctitis,"Constipation | Rectal discharge, pus | Bloody stools | Rectal pain or discomfort | Rectal bleeding | Tenesmus (pain with bowel movement)","I've been experiencing some disturbing symptoms related to my bowel movements, including constipation and rectal discharge with pus. Additionally, I've noticed that my stools are often bloody, and I'm experiencing rectal pain or discomfort. Furthermore, I've been dealing with rectal bleeding, and it's become painful to pass stools, which is a symptom I've come to know as tenesmus."
https://medlineplus.gov/ency/article/002743.htm,Toilet bowl cleaners and deodorizers poisoning,"Ulcers in the skin or tissues under the skin | Headache | Blood in the stool | Severe abdominal pain | Burns and pain in the throat | Burns | Breathing difficulty due to throat swelling | Severe change in blood acid level (can lead to organ damage) | Diarrhea | Nausea and vomiting, sometimes containing blood | Drooling from burns | Burns in the food pipe (esophagus) | Low blood pressureÂ that develops rapidly | Irritation | Loss of vision | Burns of the breathing passages | Seizures | Burns and pain in the nose, eyes, ears, lips, or tongue | Coma | Collapse","I've been experiencing a multitude of alarming symptoms, including the development of ulcers on my skin and tissues underneath, as well as severe headaches. I've also been passing blood in my stool, and I'm experiencing excruciating abdominal pain. Additionally, I've been experiencing burns and pain in my throat, which is making it difficult for me to breathe due to the swelling. I've also had severe diarrhea, nausea, and vomiting, sometimes containing blood, and I've noticed that I've been drooling excessively, likely due to the burns in my food pipe. Furthermore, I've been experiencing low blood pressure that's developing rapidly, and I'm feeling a great deal of irritation. Unfortunately, I've also started to lose my vision, and I've experienced burns in my breathing passages, which has led to seizures. To make matters worse, I've been experiencing burns and pain in my nose, eyes, ears, lips, and tongue, and I'm worried that if things continue to deteriorate, I may even fall into a coma or collapse."
